iter	Logloss
0	0.6344927131
1	0.5795434401
2	0.5278014543
3	0.4789881049
4	0.4365129428
5	0.4048302544
6	0.36934188
7	0.3471426646
8	0.3243550195
9	0.3034701877
10	0.282412902
11	0.2643711429
12	0.2498132155
13	0.2373989699
14	0.2249971686
15	0.2157956187
16	0.2045306227
17	0.1926958678
18	0.18379044
19	0.177898602
20	0.1688758596
21	0.1620480262
22	0.1543816079
23	0.149102317
24	0.1455015776
25	0.1417897542
26	0.1374356333
27	0.133770148
28	0.1300835694
29	0.1271571308
30	0.1237922139
31	0.1215364138
32	0.1186126116
33	0.1165958532
34	0.1145863258
35	0.112848426
36	0.1111742571
37	0.1098892064
38	0.1082729001
39	0.1069119411
40	0.1054237281
41	0.1039967346
42	0.1026597235
43	0.1015267266
44	0.1004075962
45	0.0994418123
46	0.0986910926
47	0.09796080695
48	0.09727462133
49	0.09676010768
50	0.09622091081
51	0.09568585714
52	0.09514216953
53	0.09455380546
54	0.094051022
55	0.093185073
56	0.09276524862
57	0.09231771257
58	0.09172081841
59	0.09124311659
60	0.09087544759
61	0.09054749383
62	0.09021926456
63	0.08992790646
64	0.08944556554
65	0.08915463554
66	0.08887382507
67	0.08859039519
68	0.08844764498
69	0.08819254133
70	0.08798032973
71	0.08779979706
72	0.08763674206
73	0.08746909671
74	0.08726710425
75	0.08708943473
76	0.08688538445
77	0.08666273753
78	0.08639315287
79	0.0862336519
80	0.08605781555
81	0.08586303711
82	0.08571738773
83	0.08550895267
84	0.08535438114
85	0.08525561015
86	0.08509156545
87	0.08488577949
88	0.08466153039
89	0.08448077944
90	0.08424969779
91	0.08411562178
92	0.08395819346
93	0.08381632911
94	0.08367077298
95	0.08354814741
96	0.08345911238
97	0.08334763845
98	0.08322850545
99	0.08309707218
100	0.08301262114
101	0.08279557546
102	0.08266780853
103	0.08256240421
104	0.08246599197
105	0.08229924096
106	0.08217427784
107	0.08209766388
108	0.08202570385
109	0.08191260444
110	0.08181965298
111	0.08171942393
112	0.08161475288
113	0.08152011447
114	0.08140573714
115	0.08120065901
116	0.08102796766
117	0.08095540788
118	0.08083155102
119	0.08072881275
120	0.08061095344
121	0.08042672051
122	0.08035075082
123	0.08018001556
124	0.08005600188
125	0.08002241558
126	0.07996053908
127	0.0798835818
128	0.07978979111
129	0.07973542743
130	0.07961252424
131	0.07955502404
132	0.07944247776
133	0.07931945165
134	0.07922817654
135	0.07918663661
136	0.07907937156
137	0.07902100457
138	0.07891013251
139	0.0788256179
140	0.07871573978
141	0.07861024009
142	0.07854829788
143	0.07848478529
144	0.07842713992
145	0.07837423219
146	0.07830190659
147	0.07819778654
148	0.07814195527
149	0.07808288998
150	0.07801291042
151	0.07792883767
152	0.07786722819
153	0.07783982595
154	0.07778048409
155	0.07770974795
156	0.07766091877
157	0.07762485928
158	0.07754903052
159	0.07748030769
160	0.0773296833
161	0.07724507226
162	0.0771915457
163	0.07711164474
164	0.0770554818
165	0.07694137467
166	0.07684093051
167	0.07676448716
168	0.07670720206
169	0.07663153119
170	0.07654998673
171	0.07651375453
172	0.07645956781
173	0.07634738286
174	0.0763443364
175	0.07627444797
176	0.07618120935
177	0.07611938265
178	0.07605608198
179	0.07597910563
180	0.0758879439
181	0.07584878816
182	0.07581090503
183	0.07572998047
184	0.07567126804
185	0.07562235726
186	0.07556150224
187	0.07549798965
188	0.07543539259
189	0.07537333806
190	0.07529658529
191	0.07522510952
192	0.07518447028
193	0.0750968149
194	0.07506528642
195	0.07504074097
196	0.07497479439
197	0.07493468814
198	0.07491967095
199	0.07485119926
200	0.07478249444
201	0.07471489376
202	0.07463293182
203	0.07457146751
204	0.07449604988
205	0.07440264278
206	0.07434719721
207	0.07426238378
208	0.07421391487
209	0.07416050381
210	0.07410605537
211	0.07404704412
212	0.07401242574
213	0.07391859266
214	0.07388911141
215	0.07387492286
216	0.07379555914
217	0.07378018909
218	0.07373501884
219	0.0736941168
220	0.07362614526
221	0.07356784821
222	0.07354790794
223	0.07352238761
224	0.07348240429
225	0.07342992465
226	0.07341289414
227	0.07334584236
228	0.07330436389
229	0.07324075275
230	0.07319752799
231	0.07311847369
232	0.07309041871
233	0.0730615743
234	0.0730324777
235	0.07296016693
236	0.07291081323
237	0.07285518328
238	0.07277754784
239	0.07271980498
240	0.07267458386
241	0.07261256006
242	0.07252716488
243	0.07247715314
244	0.07246442901
245	0.07241347101
246	0.07239839024
247	0.07236637751
248	0.07233370039
249	0.07227514903
250	0.07221156756
251	0.07216479725
252	0.07212911182
253	0.07208557977
254	0.07205780877
255	0.07196884261
256	0.07192742878
257	0.07181152238
258	0.07176160177
259	0.07174336963
260	0.07171739048
261	0.07170108795
262	0.0716711341
263	0.07162580066
264	0.0715758419
265	0.07154833794
266	0.0715142515
267	0.07147355186
268	0.0714172003
269	0.07138771587
270	0.07134741677
271	0.07132611487
272	0.07130217022
273	0.07125577715
274	0.07122398906
275	0.07120822483
276	0.07117314021
277	0.07112177531
278	0.07105586688
279	0.07103392389
280	0.07096528477
281	0.0709147093
282	0.07086738798
283	0.07083406025
284	0.07072514216
285	0.07066534784
286	0.07064919578
287	0.0705913353
288	0.07054270003
289	0.07048161083
290	0.07041706509
291	0.07037710296
292	0.07035117361
293	0.07027429369
294	0.07024675687
295	0.07021043989
296	0.07018828498
297	0.0701477125
298	0.07007956929
299	0.07002335125
300	0.06996911473
301	0.06994112862
302	0.0698923503
303	0.06982988993
304	0.06980159124
305	0.06978388256
306	0.06975459099
307	0.06971915351
308	0.06964800941
309	0.06961105665
310	0.06958894306
311	0.06950601896
312	0.06943722407
313	0.06940107663
314	0.06937076675
315	0.06932841937
316	0.06931281302
317	0.06926804649
318	0.06923144023
319	0.06916733636
320	0.06911493937
321	0.06909251637
322	0.06903831694
323	0.06899954054
324	0.06893332269
325	0.06886212879
326	0.06881942961
327	0.06876731449
328	0.0687323814
329	0.06870976554
330	0.06866864628
331	0.06859754139
332	0.06855099678
333	0.06849241787
334	0.0684366258
335	0.06840075281
336	0.06836250093
337	0.06833441946
338	0.068281783
339	0.06823526594
340	0.06819398032
341	0.06812568347
342	0.06806706534
343	0.06804150793
344	0.06799077882
345	0.06791759279
346	0.06782552507
347	0.06779289669
348	0.0677634928
349	0.06772235341
350	0.06767047352
351	0.06762670093
352	0.06756079356
353	0.06754327562
354	0.06751884037
355	0.06749158435
356	0.06744934612
357	0.06741170565
358	0.06735076692
359	0.06731622696
360	0.06728620953
361	0.06725042979
362	0.06721406089
363	0.0671619606
364	0.06714571211
365	0.06711644385
366	0.06705075476
367	0.06702695317
368	0.06699301932
369	0.06696480221
370	0.06691868888
371	0.06683627023
372	0.06677846485
373	0.06674391111
374	0.06670960426
375	0.0666682805
376	0.06663009432
377	0.06657243941
378	0.06651989937
379	0.06650156657
380	0.0664604187
381	0.06640407774
382	0.06636226866
383	0.06631368213
384	0.06626398616
385	0.06620732201
386	0.06616286278
387	0.06614578989
